model,family,task,split,arch,k,acc,tokens,config
0.5B,arc,arc-0027,calib,long,2,1.0,376.0,long_m2
0.5B,arc,arc-0027,calib,long,4,1.0,376.0,long_m4
0.5B,arc,arc-0027,calib,debate,6,1.0,741.0,debate_a3r2
0.5B,arc,arc-0028,calib,single,1,1.0,110.0,
0.5B,arc,arc-0028,calib,vote,4,1.0,379.5,vote_k4
0.5B,arc,arc-0028,calib,oracle,4,1.0,379.5,oracle_k4
0.5B,arc,arc-0028,calib,judge,4,1.0,603.5,judge_k4
0.5B,arc,arc-0028,calib,vote,8,1.0,787.0,vote_k8
0.5B,arc,arc-0028,calib,oracle,8,1.0,787.0,oracle_k8
0.5B,arc,arc-0028,calib,judge,8,1.0,1164.0,judge_k8
0.5B,arc,arc-0028,calib,seq,1,1.0,110.0,seq_r1
0.5B,arc,arc-0028,calib,seq,2,1.0,254.0,seq_r2
0.5B,arc,arc-0028,calib,seq,3,1.0,360.0,seq_r3
0.5B,arc,arc-0028,calib,seq,4,1.0,692.0,seq_r4
0.5B,arc,arc-0028,calib,long,2,1.0,315.0,long_m2
0.5B,arc,arc-0028,calib,long,4,1.0,315.0,long_m4
0.5B,arc,arc-0028,calib,debate,6,1.0,782.0,debate_a3r2
0.5B,arc,arc-0029,calib,single,1,0.0,124.0,
0.5B,arc,arc-0029,calib,vote,4,0.5,487.5,vote_k4
0.5B,arc,arc-0029,calib,oracle,4,0.5,487.5,oracle_k4
0.5B,arc,arc-0029,calib,judge,4,0.0,840.0,judge_k4
0.5B,arc,arc-0029,calib,vote,8,0.0,918.0,vote_k8
0.5B,arc,arc-0029,calib,oracle,8,1.0,918.0,oracle_k8
0.5B,arc,arc-0029,calib,judge,8,0.0,1473.0,judge_k8
0.5B,arc,arc-0029,calib,seq,1,0.0,124.0,seq_r1
0.5B,arc,arc-0029,calib,seq,2,0.0,281.0,seq_r2
0.5B,arc,arc-0029,calib,seq,3,0.0,457.0,seq_r3
0.5B,arc,arc-0029,calib,seq,4,1.0,632.0,seq_r4
0.5B,arc,arc-0029,calib,long,2,0.0,314.0,long_m2
0.5B,arc,arc-0029,calib,long,4,0.0,314.0,long_m4
0.5B,arc,arc-0029,calib,debate,6,0.0,840.0,debate_a3r2
0.5B,arc,arc-0030,test,single,1,1.0,156.0,
0.5B,arc,arc-0030,test,vote,4,0.0,544.0,vote_k4
0.5B,arc,arc-0030,test,oracle,4,1.0,544.0,oracle_k4
0.5B,arc,arc-0030,test,judge,4,0.0,889.5,judge_k4
0.5B,arc,arc-0030,test,vote,8,1.0,1176.0,vote_k8
0.5B,arc,arc-0030,test,oracle,8,1.0,1176.0,oracle_k8
0.5B,arc,arc-0030,test,judge,8,1.0,1852.0,judge_k8
0.5B,arc,arc-0030,test,seq,1,1.0,156.0,seq_r1
0.5B,arc,arc-0030,test,seq,2,1.0,347.0,seq_r2
0.5B,arc,arc-0030,test,seq,3,0.0,460.0,seq_r3
0.5B,arc,arc-0030,test,seq,4,0.0,571.0,seq_r4
0.5B,arc,arc-0030,test,long,2,1.0,109.0,long_m2
0.5B,arc,arc-0030,test,long,4,1.0,109.0,long_m4
0.5B,arc,arc-0030,test,debate,6,0.0,1111.0,debate_a3r2
0.5B,arc,arc-0031,test,single,1,1.0,88.0,
0.5B,arc,arc-0031,test,vote,4,1.0,386.5,vote_k4
0.5B,arc,arc-0031,test,oracle,4,1.0,386.5,oracle_k4
0.5B,arc,arc-0031,test,judge,4,1.0,594.0,judge_k4
0.5B,arc,arc-0031,test,vote,8,1.0,791.0,vote_k8
0.5B,arc,arc-0031,test,oracle,8,1.0,791.0,oracle_k8
0.5B,arc,arc-0031,test,judge,8,1.0,1106.0,judge_k8
0.5B,arc,arc-0031,test,seq,1,1.0,88.0,seq_r1
0.5B,arc,arc-0031,test,seq,2,1.0,222.0,seq_r2
0.5B,arc,arc-0031,test,seq,3,1.0,426.0,seq_r3
0.5B,arc,arc-0031,test,seq,4,1.0,617.0,seq_r4
0.5B,arc,arc-0031,test,long,2,1.0,479.0,long_m2
0.5B,arc,arc-0031,test,long,4,1.0,479.0,long_m4
0.5B,arc,arc-0031,test,debate,6,1.0,734.0,debate_a3r2
0.5B,arc,arc-0032,test,single,1,1.0,162.0,
0.5B,arc,arc-0032,test,vote,4,0.0,461.0,vote_k4
0.5B,arc,arc-0032,test,oracle,4,1.0,461.0,oracle_k4
0.5B,arc,arc-0032,test,judge,4,0.0,706.5,judge_k4
0.5B,arc,arc-0032,test,vote,8,0.0,858.0,vote_k8
0.5B,arc,arc-0032,test,oracle,8,1.0,858.0,oracle_k8
0.5B,arc,arc-0032,test,judge,8,1.0,1169.0,judge_k8
0.5B,arc,arc-0032,test,seq,1,1.0,162.0,seq_r1
0.5B,arc,arc-0032,test,seq,2,1.0,368.0,seq_r2
0.5B,arc,arc-0032,test,seq,3,1.0,513.0,seq_r3
0.5B,arc,arc-0032,test,seq,4,1.0,658.0,seq_r4
0.5B,arc,arc-0032,test,long,2,1.0,481.0,long_m2
0.5B,arc,arc-0032,test,long,4,1.0,481.0,long_m4
0.5B,arc,arc-0032,test,debate,6,0.0,913.0,debate_a3r2
0.5B,arc,arc-0033,test,single,1,1.0,74.0,
0.5B,arc,arc-0033,test,vote,4,0.5,359.0,vote_k4
0.5B,arc,arc-0033,test,oracle,4,1.0,359.0,oracle_k4
0.5B,arc,arc-0033,test,judge,4,0.5,554.0,judge_k4
0.5B,arc,arc-0033,test,vote,8,1.0,781.0,vote_k8
0.5B,arc,arc-0033,test,oracle,8,1.0,781.0,oracle_k8
0.5B,arc,arc-0033,test,judge,8,1.0,1132.0,judge_k8
0.5B,arc,arc-0033,test,seq,1,1.0,74.0,seq_r1
0.5B,arc,arc-0033,test,seq,2,1.0,183.0,seq_r2
0.5B,arc,arc-0033,test,seq,3,1.0,360.0,seq_r3
0.5B,arc,arc-0033,test,seq,4,1.0,536.0,seq_r4
0.5B,arc,arc-0033,test,long,2,1.0,454.0,long_m2
0.5B,arc,arc-0033,test,long,4,1.0,454.0,long_m4
0.5B,arc,arc-0033,test,debate,6,1.0,751.0,debate_a3r2
0.5B,arc,arc-0034,test,single,1,0.0,72.0,
0.5B,arc,arc-0034,test,vote,4,0.0,283.0,vote_k4
0.5B,arc,arc-0034,test,oracle,4,0.5,283.0,oracle_k4
0.5B,arc,arc-0034,test,judge,4,0.0,424.0,judge_k4
0.5B,arc,arc-0034,test,vote,8,0.0,564.0,vote_k8
0.5B,arc,arc-0034,test,oracle,8,1.0,564.0,oracle_k8
0.5B,arc,arc-0034,test,judge,8,0.0,746.0,judge_k8
0.5B,arc,arc-0034,test,seq,1,0.0,72.0,seq_r1
0.5B,arc,arc-0034,test,seq,2,0.0,226.0,seq_r2
0.5B,arc,arc-0034,test,seq,3,0.0,380.0,seq_r3
0.5B,arc,arc-0034,test,seq,4,0.0,548.0,seq_r4
0.5B,arc,arc-0034,test,long,2,1.0,159.0,long_m2
0.5B,arc,arc-0034,test,long,4,1.0,159.0,long_m4
0.5B,arc,arc-0034,test,debate,6,0.0,547.0,debate_a3r2
0.5B,arc,arc-0035,test,single,1,1.0,83.0,
0.5B,arc,arc-0035,test,vote,4,1.0,386.5,vote_k4
0.5B,arc,arc-0035,test,oracle,4,1.0,386.5,oracle_k4
0.5B,arc,arc-0035,test,judge,4,1.0,581.5,judge_k4
0.5B,arc,arc-0035,test,vote,8,1.0,768.0,vote_k8
0.5B,arc,arc-0035,test,oracle,8,1.0,768.0,oracle_k8
0.5B,arc,arc-0035,test,judge,8,1.0,1044.0,judge_k8
0.5B,arc,arc-0035,test,seq,1,1.0,83.0,seq_r1
0.5B,arc,arc-0035,test,seq,2,1.0,219.0,seq_r2
0.5B,arc,arc-0035,test,seq,3,1.0,354.0,seq_r3
0.5B,arc,arc-0035,test,seq,4,1.0,658.0,seq_r4
0.5B,arc,arc-0035,test,long,2,1.0,304.0,long_m2
0.5B,arc,arc-0035,test,long,4,1.0,304.0,long_m4
0.5B,arc,arc-0035,test,debate,6,1.0,634.0,debate_a3r2
0.5B,arc,arc-0036,test,single,1,0.0,94.0,
0.5B,arc,arc-0036,test,vote,4,0.0,410.5,vote_k4
0.5B,arc,arc-0036,test,oracle,4,1.0,410.5,oracle_k4
0.5B,arc,arc-0036,test,judge,4,0.5,617.5,judge_k4
0.5B,arc,arc-0036,test,vote,8,0.0,814.0,vote_k8
0.5B,arc,arc-0036,test,oracle,8,1.0,814.0,oracle_k8
0.5B,arc,arc-0036,test,judge,8,0.0,1107.0,judge_k8
0.5B,arc,arc-0036,test,seq,1,0.0,94.0,seq_r1
0.5B,arc,arc-0036,test,seq,2,0.0,235.0,seq_r2
0.5B,arc,arc-0036,test,seq,3,0.0,376.0,seq_r3
0.5B,arc,arc-0036,test,seq,4,0.0,512.0,seq_r4
0.5B,arc,arc-0036,test,long,2,0.0,127.0,long_m2
0.5B,arc,arc-0036,test,long,4,0.0,127.0,long_m4
0.5B,arc,arc-0036,test,debate,6,0.0,668.0,debate_a3r2
0.5B,arc,arc-0037,test,single,1,1.0,182.0,
0.5B,arc,arc-0037,test,vote,4,0.0,609.5,vote_k4
0.5B,arc,arc-0037,test,oracle,4,1.0,609.5,oracle_k4
0.5B,arc,arc-0037,test,judge,4,0.0,912.0,judge_k4
0.5B,arc,arc-0037,test,vote,8,1.0,1212.0,vote_k8
0.5B,arc,arc-0037,test,oracle,8,1.0,1212.0,oracle_k8
0.5B,arc,arc-0037,test,judge,8,1.0,1663.0,judge_k8
0.5B,arc,arc-0037,test,seq,1,1.0,182.0,seq_r1
0.5B,arc,arc-0037,test,seq,2,1.0,458.0,seq_r2
0.5B,arc,arc-0037,test,seq,3,1.0,734.0,seq_r3
0.5B,arc,arc-0037,test,seq,4,1.0,949.0,seq_r4
0.5B,arc,arc-0037,test,long,2,0.0,571.0,long_m2
0.5B,arc,arc-0037,test,long,4,0.0,571.0,long_m4
0.5B,arc,arc-0037,test,debate,6,1.0,1048.0,debate_a3r2
0.5B,arc,arc-0038,test,single,1,0.0,100.0,
0.5B,arc,arc-0038,test,vote,4,0.0,535.0,vote_k4
0.5B,arc,arc-0038,test,oracle,4,0.0,535.0,oracle_k4
0.5B,arc,arc-0038,test,judge,4,0.0,827.0,judge_k4
0.5B,arc,arc-0038,test,vote,8,0.0,1048.0,vote_k8
0.5B,arc,arc-0038,test,oracle,8,0.0,1048.0,oracle_k8
0.5B,arc,arc-0038,test,judge,8,0.0,1483.0,judge_k8
0.5B,arc,arc-0038,test,seq,1,0.0,100.0,seq_r1
0.5B,arc,arc-0038,test,seq,2,1.0,290.0,seq_r2
0.5B,arc,arc-0038,test,seq,3,1.0,480.0,seq_r3
0.5B,arc,arc-0038,test,seq,4,0.0,673.0,seq_r4
0.5B,arc,arc-0038,test,long,2,0.0,133.0,long_m2
0.5B,arc,arc-0038,test,long,4,0.0,133.0,long_m4
0.5B,arc,arc-0038,test,debate,6,0.0,913.0,debate_a3r2
0.5B,arc,arc-0039,test,single,1,0.0,141.0,
0.5B,arc,arc-0039,test,vote,4,0.0,411.5,vote_k4
0.5B,arc,arc-0039,test,oracle,4,0.0,411.5,oracle_k4
0.5B,arc,arc-0039,test,judge,4,0.0,616.5,judge_k4
0.5B,arc,arc-0039,test,vote,8,0.0,1089.0,vote_k8
0.5B,arc,arc-0039,test,oracle,8,0.0,1089.0,oracle_k8
0.5B,arc,arc-0039,test,judge,8,0.0,1533.0,judge_k8
0.5B,arc,arc-0039,test,seq,1,0.0,141.0,seq_r1
0.5B,arc,arc-0039,test,seq,2,0.0,394.0,seq_r2
0.5B,arc,arc-0039,test,seq,3,0.0,598.0,seq_r3
0.5B,arc,arc-0039,test,seq,4,0.0,789.0,seq_r4
0.5B,arc,arc-0039,test,long,2,0.0,291.0,long_m2
0.5B,arc,arc-0039,test,long,4,0.0,291.0,long_m4
0.5B,arc,arc-0039,test,debate,6,0.0,1007.0,debate_a3r2
0.5B,arc,arc-0040,test,single,1,1.0,94.0,
0.5B,arc,arc-0040,test,vote,4,1.0,854.0,vote_k4
0.5B,arc,arc-0040,test,oracle,4,1.0,854.0,oracle_k4
0.5B,arc,arc-0040,test,judge,4,0.5,1374.0,judge_k4
0.5B,arc,arc-0040,test,vote,8,1.0,1645.0,vote_k8
0.5B,arc,arc-0040,test,oracle,8,1.0,1645.0,oracle_k8
0.5B,arc,arc-0040,test,judge,8,1.0,2574.0,judge_k8
0.5B,arc,arc-0040,test,seq,1,1.0,94.0,seq_r1
0.5B,arc,arc-0040,test,seq,2,0.0,252.0,seq_r2
0.5B,arc,arc-0040,test,seq,3,0.0,410.0,seq_r3
0.5B,arc,arc-0040,test,seq,4,0.0,547.0,seq_r4
0.5B,arc,arc-0040,test,long,2,1.0,434.0,long_m2
0.5B,arc,arc-0040,test,long,4,1.0,434.0,long_m4
0.5B,arc,arc-0040,test,debate,6,1.0,1166.0,debate_a3r2
0.5B,arc,arc-0041,test,single,1,1.0,95.0,
0.5B,arc,arc-0041,test,vote,4,1.0,358.0,vote_k4
0.5B,arc,arc-0041,test,oracle,4,1.0,358.0,oracle_k4
0.5B,arc,arc-0041,test,judge,4,1.0,570.0,judge_k4
0.5B,arc,arc-0041,test,vote,8,1.0,777.0,vote_k8
0.5B,arc,arc-0041,test,oracle,8,1.0,777.0,oracle_k8
0.5B,arc,arc-0041,test,judge,8,1.0,1165.0,judge_k8
0.5B,arc,arc-0041,test,seq,1,1.0,95.0,seq_r1
0.5B,arc,arc-0041,test,seq,2,1.0,224.0,seq_r2
0.5B,arc,arc-0041,test,seq,3,0.0,327.0,seq_r3
0.5B,arc,arc-0041,test,seq,4,0.0,498.0,seq_r4
0.5B,arc,arc-0041,test,long,2,1.0,344.0,long_m2
0.5B,arc,arc-0041,test,long,4,1.0,344.0,long_m4
0.5B,arc,arc-0041,test,debate,6,1.0,607.0,debate_a3r2
0.5B,arc,arc-0042,test,single,1,1.0,251.0,
0.5B,arc,arc-0042,test,vote,4,1.0,752.0,vote_k4
0.5B,arc,arc-0042,test,oracle,4,1.0,752.0,oracle_k4
0.5B,arc,arc-0042,test,judge,4,0.5,1173.0,judge_k4
0.5B,arc,arc-0042,test,vote,8,0.0,1464.0,vote_k8
0.5B,arc,arc-0042,test,oracle,8,1.0,1464.0,oracle_k8
0.5B,arc,arc-0042,test,judge,8,1.0,2097.0,judge_k8
0.5B,arc,arc-0042,test,seq,1,1.0,251.0,seq_r1
0.5B,arc,arc-0042,test,seq,2,1.0,547.0,seq_r2
0.5B,arc,arc-0042,test,seq,3,1.0,808.0,seq_r3
0.5B,arc,arc-0042,test,seq,4,1.0,1069.0,seq_r4
0.5B,arc,arc-0042,test,long,2,1.0,267.0,long_m2
0.5B,arc,arc-0042,test,long,4,1.0,267.0,long_m4
0.5B,arc,arc-0042,test,debate,6,0.0,1430.0,debate_a3r2
0.5B,arc,arc-0043,test,single,1,1.0,86.0,
0.5B,arc,arc-0043,test,vote,4,1.0,339.0,vote_k4
0.5B,arc,arc-0043,test,oracle,4,1.0,339.0,oracle_k4
0.5B,arc,arc-0043,test,judge,4,1.0,500.5,judge_k4
0.5B,arc,arc-0043,test,vote,8,1.0,668.0,vote_k8
0.5B,arc,arc-0043,test,oracle,8,1.0,668.0,oracle_k8
0.5B,arc,arc-0043,test,judge,8,1.0,868.0,judge_k8
0.5B,arc,arc-0043,test,seq,1,1.0,86.0,seq_r1
0.5B,arc,arc-0043,test,seq,2,1.0,205.0,seq_r2
0.5B,arc,arc-0043,test,seq,3,0.0,318.0,seq_r3
0.5B,arc,arc-0043,test,seq,4,1.0,521.0,seq_r4
0.5B,arc,arc-0043,test,long,2,1.0,111.0,long_m2
0.5B,arc,arc-0043,test,long,4,1.0,111.0,long_m4
0.5B,arc,arc-0043,test,debate,6,1.0,642.0,debate_a3r2
0.5B,arc,arc-0044,test,single,1,0.0,136.0,
0.5B,arc,arc-0044,test,vote,4,0.0,634.0,vote_k4
0.5B,arc,arc-0044,test,oracle,4,0.0,634.0,oracle_k4
0.5B,arc,arc-0044,test,judge,4,0.0,948.5,judge_k4
0.5B,arc,arc-0044,test,vote,8,0.0,1240.0,vote_k8
0.5B,arc,arc-0044,test,oracle,8,0.0,1240.0,oracle_k8
0.5B,arc,arc-0044,test,judge,8,0.0,1690.0,judge_k8
0.5B,arc,arc-0044,test,seq,1,0.0,136.0,seq_r1
0.5B,arc,arc-0044,test,seq,2,0.0,318.0,seq_r2
0.5B,arc,arc-0044,test,seq,3,0.0,742.0,seq_r3
0.5B,arc,arc-0044,test,seq,4,0.0,1148.0,seq_r4
0.5B,arc,arc-0044,test,long,2,0.0,157.0,long_m2
0.5B,arc,arc-0044,test,long,4,0.0,157.0,long_m4
0.5B,arc,arc-0044,test,debate,6,0.0,1192.0,debate_a3r2
0.5B,arc,arc-0045,test,single,1,0.0,136.0,
0.5B,arc,arc-0045,test,vote,4,0.0,592.0,vote_k4
0.5B,arc,arc-0045,test,oracle,4,0.0,592.0,oracle_k4
0.5B,arc,arc-0045,test,judge,4,0.0,975.0,judge_k4
0.5B,arc,arc-0045,test,vote,8,0.0,1090.0,vote_k8
0.5B,arc,arc-0045,test,oracle,8,0.0,1090.0,oracle_k8
0.5B,arc,arc-0045,test,judge,8,0.0,1634.0,judge_k8
0.5B,arc,arc-0045,test,seq,1,0.0,136.0,seq_r1
0.5B,arc,arc-0045,test,seq,2,0.0,305.0,seq_r2
0.5B,arc,arc-0045,test,seq,3,0.0,429.0,seq_r3
0.5B,arc,arc-0045,test,seq,4,0.0,553.0,seq_r4
0.5B,arc,arc-0045,test,long,2,0.0,122.0,long_m2
0.5B,arc,arc-0045,test,long,4,0.0,122.0,long_m4
0.5B,arc,arc-0045,test,debate,6,0.0,1024.0,debate_a3r2
0.5B,arc,arc-0046,test,single,1,1.0,141.0,
0.5B,arc,arc-0046,test,vote,4,0.5,582.5,vote_k4
0.5B,arc,arc-0046,test,oracle,4,1.0,582.5,oracle_k4
0.5B,arc,arc-0046,test,judge,4,0.5,933.5,judge_k4
0.5B,arc,arc-0046,test,vote,8,1.0,1122.0,vote_k8
0.5B,arc,arc-0046,test,oracle,8,1.0,1122.0,oracle_k8
0.5B,arc,arc-0046,test,judge,8,1.0,1659.0,judge_k8
0.5B,arc,arc-0046,test,seq,1,1.0,141.0,seq_r1
0.5B,arc,arc-0046,test,seq,2,1.0,319.0,seq_r2
0.5B,arc,arc-0046,test,seq,3,1.0,456.0,seq_r3
0.5B,arc,arc-0046,test,seq,4,1.0,593.0,seq_r4
0.5B,arc,arc-0046,test,long,2,0.0,439.0,long_m2
0.5B,arc,arc-0046,test,long,4,0.0,439.0,long_m4
0.5B,arc,arc-0046,test,debate,6,0.0,1263.0,debate_a3r2
0.5B,arc,arc-0047,test,single,1,0.0,196.0,
0.5B,arc,arc-0047,test,vote,4,0.0,610.0,vote_k4
0.5B,arc,arc-0047,test,oracle,4,0.5,610.0,oracle_k4
0.5B,arc,arc-0047,test,judge,4,0.5,997.0,judge_k4
0.5B,arc,arc-0047,test,vote,8,0.0,1063.0,vote_k8
0.5B,arc,arc-0047,test,oracle,8,1.0,1063.0,oracle_k8
0.5B,arc,arc-0047,test,judge,8,0.0,1531.0,judge_k8
0.5B,arc,arc-0047,test,seq,1,0.0,196.0,seq_r1
0.5B,arc,arc-0047,test,seq,2,0.0,425.0,seq_r2
0.5B,arc,arc-0047,test,seq,3,0.0,556.0,seq_r3
0.5B,arc,arc-0047,test,seq,4,0.0,687.0,seq_r4
0.5B,arc,arc-0047,test,long,2,1.0,229.0,long_m2
0.5B,arc,arc-0047,test,long,4,1.0,229.0,long_m4
0.5B,arc,arc-0047,test,debate,6,0.0,1164.0,debate_a3r2
0.5B,arc,arc-0048,test,single,1,0.0,152.0,
0.5B,arc,arc-0048,test,vote,4,0.0,607.0,vote_k4
0.5B,arc,arc-0048,test,oracle,4,0.0,607.0,oracle_k4
0.5B,arc,arc-0048,test,judge,4,0.0,978.5,judge_k4
0.5B,arc,arc-0048,test,vote,8,0.0,1227.0,vote_k8
0.5B,arc,arc-0048,test,oracle,8,0.0,1227.0,oracle_k8
0.5B,arc,arc-0048,test,judge,8,0.0,1859.0,judge_k8
0.5B,arc,arc-0048,test,seq,1,0.0,152.0,seq_r1
0.5B,arc,arc-0048,test,seq,2,0.0,338.0,seq_r2
0.5B,arc,arc-0048,test,seq,3,0.0,470.0,seq_r3
0.5B,arc,arc-0048,test,seq,4,0.0,679.0,seq_r4
0.5B,arc,arc-0048,test,long,2,0.0,250.0,long_m2
0.5B,arc,arc-0048,test,long,4,0.0,250.0,long_m4
0.5B,arc,arc-0048,test,debate,6,0.0,1148.0,debate_a3r2
0.5B,arc,arc-0049,test,single,1,0.0,268.0,
0.5B,arc,arc-0049,test,vote,4,1.0,552.5,vote_k4
0.5B,arc,arc-0049,test,oracle,4,1.0,552.5,oracle_k4
0.5B,arc,arc-0049,test,judge,4,0.5,913.5,judge_k4
0.5B,arc,arc-0049,test,vote,8,1.0,1181.0,vote_k8
0.5B,arc,arc-0049,test,oracle,8,1.0,1181.0,oracle_k8
0.5B,arc,arc-0049,test,judge,8,0.0,1812.0,judge_k8
0.5B,arc,arc-0049,test,seq,1,0.0,268.0,seq_r1
0.5B,arc,arc-0049,test,seq,2,0.0,571.0,seq_r2
0.5B,arc,arc-0049,test,seq,3,0.0,673.0,seq_r3
0.5B,arc,arc-0049,test,seq,4,0.0,775.0,seq_r4
0.5B,arc,arc-0049,test,long,2,0.0,419.0,long_m2
0.5B,arc,arc-0049,test,long,4,0.0,419.0,long_m4
0.5B,arc,arc-0049,test,debate,6,1.0,1430.0,debate_a3r2
0.5B,arc,arc-0050,test,single,1,1.0,231.0,
0.5B,arc,arc-0050,test,vote,4,0.5,917.0,vote_k4
0.5B,arc,arc-0050,test,oracle,4,1.0,917.0,oracle_k4
0.5B,arc,arc-0050,test,judge,4,0.5,1434.0,judge_k4
0.5B,arc,arc-0050,test,vote,8,1.0,1837.0,vote_k8
0.5B,arc,arc-0050,test,oracle,8,1.0,1837.0,oracle_k8
0.5B,arc,arc-0050,test,judge,8,1.0,2690.0,judge_k8
0.5B,arc,arc-0050,test,seq,1,1.0,231.0,seq_r1
0.5B,arc,arc-0050,test,seq,2,0.0,495.0,seq_r2
0.5B,arc,arc-0050,test,seq,3,0.0,774.0,seq_r3
0.5B,arc,arc-0050,test,seq,4,0.0,1052.0,seq_r4
0.5B,arc,arc-0050,test,long,2,0.0,398.0,long_m2
0.5B,arc,arc-0050,test,long,4,0.0,398.0,long_m4
0.5B,arc,arc-0050,test,debate,6,0.0,1998.0,debate_a3r2
0.5B,arc,arc-0051,test,single,1,0.0,276.0,
0.5B,arc,arc-0051,test,vote,4,1.0,1137.5,vote_k4
0.5B,arc,arc-0051,test,oracle,4,1.0,1137.5,oracle_k4
0.5B,arc,arc-0051,test,judge,4,0.5,1997.5,judge_k4
0.5B,arc,arc-0051,test,vote,8,1.0,2365.0,vote_k8
0.5B,arc,arc-0051,test,oracle,8,1.0,2365.0,oracle_k8
0.5B,arc,arc-0051,test,judge,8,0.0,4016.0,judge_k8
0.5B,arc,arc-0051,test,seq,1,0.0,276.0,seq_r1
0.5B,arc,arc-0051,test,seq,2,0.0,599.0,seq_r2
0.5B,arc,arc-0051,test,seq,3,0.0,901.0,seq_r3
0.5B,arc,arc-0051,test,seq,4,0.0,1384.0,seq_r4
0.5B,arc,arc-0051,test,long,2,1.0,339.0,long_m2
0.5B,arc,arc-0051,test,long,4,1.0,339.0,long_m4
0.5B,arc,arc-0051,test,debate,6,0.0,2255.0,debate_a3r2
0.5B,arc,arc-0052,test,single,1,0.0,60.0,
0.5B,arc,arc-0052,test,vote,4,0.0,242.0,vote_k4
0.5B,arc,arc-0052,test,oracle,4,0.0,242.0,oracle_k4
0.5B,arc,arc-0052,test,judge,4,0.0,361.0,judge_k4
0.5B,arc,arc-0052,test,vote,8,0.0,486.0,vote_k8
0.5B,arc,arc-0052,test,oracle,8,0.0,486.0,oracle_k8
0.5B,arc,arc-0052,test,judge,8,0.0,639.0,judge_k8
0.5B,arc,arc-0052,test,seq,1,0.0,60.0,seq_r1
0.5B,arc,arc-0052,test,seq,2,0.0,154.0,seq_r2
0.5B,arc,arc-0052,test,seq,3,0.0,248.0,seq_r3
0.5B,arc,arc-0052,test,seq,4,0.0,342.0,seq_r4
0.5B,arc,arc-0052,test,long,2,0.0,92.0,long_m2
0.5B,arc,arc-0052,test,long,4,0.0,92.0,long_m4
0.5B,arc,arc-0052,test,debate,6,0.0,487.0,debate_a3r2
0.5B,arc,arc-0053,test,single,1,0.0,246.0,
0.5B,arc,arc-0053,test,vote,4,1.0,866.5,vote_k4
0.5B,arc,arc-0053,test,oracle,4,1.0,866.5,oracle_k4
0.5B,arc,arc-0053,test,judge,4,0.5,1394.0,judge_k4
0.5B,arc,arc-0053,test,vote,8,1.0,1792.0,vote_k8
0.5B,arc,arc-0053,test,oracle,8,1.0,1792.0,oracle_k8
0.5B,arc,arc-0053,test,judge,8,0.0,2685.0,judge_k8
0.5B,arc,arc-0053,test,seq,1,0.0,246.0,seq_r1
0.5B,arc,arc-0053,test,seq,2,1.0,546.0,seq_r2
0.5B,arc,arc-0053,test,seq,3,1.0,728.0,seq_r3
0.5B,arc,arc-0053,test,seq,4,1.0,998.0,seq_r4
0.5B,arc,arc-0053,test,long,2,1.0,542.0,long_m2
0.5B,arc,arc-0053,test,long,4,1.0,542.0,long_m4
0.5B,arc,arc-0053,test,debate,6,1.0,1867.0,debate_a3r2
0.5B,arc,arc-0054,test,single,1,0.0,136.0,
0.5B,arc,arc-0054,test,vote,4,1.0,435.0,vote_k4
0.5B,arc,arc-0054,test,oracle,4,1.0,435.0,oracle_k4
0.5B,arc,arc-0054,test,judge,4,0.5,718.0,judge_k4
0.5B,arc,arc-0054,test,vote,8,1.0,892.0,vote_k8
0.5B,arc,arc-0054,test,oracle,8,1.0,892.0,oracle_k8
0.5B,arc,arc-0054,test,judge,8,0.0,1385.0,judge_k8
0.5B,arc,arc-0054,test,seq,1,0.0,136.0,seq_r1
0.5B,arc,arc-0054,test,seq,2,0.0,305.0,seq_r2
0.5B,arc,arc-0054,test,seq,3,0.0,449.0,seq_r3
0.5B,arc,arc-0054,test,seq,4,0.0,592.0,seq_r4
0.5B,arc,arc-0054,test,long,2,1.0,302.0,long_m2
0.5B,arc,arc-0054,test,long,4,1.0,302.0,long_m4
0.5B,arc,arc-0054,test,debate,6,1.0,967.0,debate_a3r2
0.5B,arc,arc-0055,test,single,1,0.0,61.0,
0.5B,arc,arc-0055,test,vote,4,0.0,245.0,vote_k4
0.5B,arc,arc-0055,test,oracle,4,0.0,245.0,oracle_k4
0.5B,arc,arc-0055,test,judge,4,0.0,368.0,judge_k4
0.5B,arc,arc-0055,test,vote,8,0.0,510.0,vote_k8
0.5B,arc,arc-0055,test,oracle,8,0.0,510.0,oracle_k8
0.5B,arc,arc-0055,test,judge,8,0.0,685.0,judge_k8
0.5B,arc,arc-0055,test,seq,1,0.0,61.0,seq_r1
0.5B,arc,arc-0055,test,seq,2,0.0,157.0,seq_r2
0.5B,arc,arc-0055,test,seq,3,0.0,253.0,seq_r3
0.5B,arc,arc-0055,test,seq,4,0.0,349.0,seq_r4
0.5B,arc,arc-0055,test,long,2,0.0,281.0,long_m2
0.5B,arc,arc-0055,test,long,4,0.0,281.0,long_m4
0.5B,arc,arc-0055,test,debate,6,0.0,544.0,debate_a3r2
0.5B,arc,arc-0056,test,single,1,1.0,91.0,
0.5B,arc,arc-0056,test,vote,4,0.5,363.0,vote_k4
0.5B,arc,arc-0056,test,oracle,4,1.0,363.0,oracle_k4
0.5B,arc,arc-0056,test,judge,4,0.0,536.5,judge_k4
